,id,prolificID,jspsychID,time_elapse,stim1,stim2,Q0,Q1,Q2,Q3,Q0_rt,Q1_rt,Q2_rt,Q3_rt,anim_check,tower_check,agent_check,sub_feedback1,sub_feedback2,subject_id,date,completion,compelete_time,condition,num_movesQ0,QQ0,num_movesQ1,QQ1,num_movesQ2,QQ2,num_movesQ3,QQ3
198,237,6164c48c8a90518467dbc4bf,hyknzjxx5qdk45v,64417.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[0],[0],[70],[21],[18112.300000000047],[22340.300000000047],[26677.600000000093],[37262.60000000009],1,1,0,I considerd the balls placements and how they were traveleing. ,I was confused about the first video I was shown and what I was supposed to do with it. ,232,2021-12-13 17:31:47.127730,1,,inanimate,1,0,1,0,1,70,1,21
199,238,6147bfb9cde2c8528f408f32,vgkn660twcjrkqk,97947.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[46],"[63, 69, 48]",[73],"[65, 81]",[55200],"[45658, 47206, 55667]",[52353.000000000015],"[74766, 75316]",1,1,0,Whether the movements made sense based on my knowledge of science,It was okay,234,2021-12-13 17:32:34.464718,1,,inanimate,1,46,3,48,1,73,2,81
200,239,60e00c5c7ea8b0ffbb4564d6,4yxezqhus5dmswz,131910.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[9, 14]",[0],[53],[14],"[49353.800000071526, 50780.90000009537]",[58791.800000071526],[68861.20000004768],[73688.10000002384],1,1,0,"forces, momentum, how snooker balls work",I didnt really understand why we watched the first video,233,2021-12-13 17:32:10.555983,1,,inanimate,2,14,1,0,1,53,1,14
201,240,61021ada16e91d9112f5ebb2,4f13bd32ocsxxuq,109991.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[8, 15]",[1],[8],"[51, 50, 49, 49, 50]","[37630.10000002384, 48761.80000001192]",[51470.60000002384],[61068.60000002384],"[67447, 68375.80000001192, 69142.90000003576, 69886.30000001192, 70473.60000002384]",1,1,0,How strongly the blocks reacted in comparison to the speed of pink,,235,2021-12-13 17:32:51.291098,1,,inanimate,2,15,1,1,1,8,5,50
202,241,60adbd85d31d5039d3638816,4ng6dpwe7rddkch,85694.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[15],[0],[22],[10],[21491.899999999907],[30579.899999999907],[37563.799999999814],[40667.799999999814],1,1,0,"I don't know, just based on the collision and what ball came first. ",I found it confusing because of the first video ,237,2021-12-13 17:34:26.127165,1,,inanimate,1,15,1,0,1,22,1,10
203,242,596e7593b174180001756f23,zblzx3amec5ohs3,83219.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[3, 0, 26]",[11],[0],[1],"[16493.799999713898, 19389.400000095367, 37889.59999990463]",[46154.2999997139],[49901.699999809265],[53221.699999809265],1,1,0,I watched the video and considered the timing and speed of the balls,,239,2021-12-13 17:34:48.822726,1,,inanimate,3,26,1,11,1,0,1,1
204,243,57fefff657ee39000120e089,k434mpqkcst1yv4,112312.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[1, 11]",[1],[0],[15],"[27443.5, 91086]",[29482.300000000745],[32180],[88606],1,1,0,"Physics, how fast the balls were moving, what happened in the video",No,236,2021-12-13 17:34:14.881245,1,,inanimate,2,11,1,1,1,0,1,15
205,244,5f0acc0439b4ab000997426b,3gov1qy7otxgmrb,79137.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[32],[32],[25],[39],[30367.900000095367],[33672.5],[40832.5],[45984.700000047684],1,1,0,The speed of the balls,No,240,2021-12-13 17:36:30.850692,1,,inanimate,1,32,1,32,1,25,1,39
206,245,5f4abba4eae118551d4dc244,sfhwuhtgk2gw2r1,78717.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[64],[35],[25],"[81, 82]",[26490],[36396],[41403],"[45508, 48748]",1,1,0,the velocity of the pink ball when the green collided with it; the angle at which each ball was travelling,this was a straightforward task without difficulty,241,2021-12-13 17:36:37.974382,1,,inanimate,1,64,1,35,1,25,2,82
207,246,61469239c9693a82e6d45670,mfdflby5sstgfyy,65067.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[0],[0],[18],[0],[18218.29999998212],[22000],[42776.09999999404],[46159.40000000596],1,1,0,I  imagined the situation when either of the balls were not in the scenario.,None. It was straight forward,242,2021-12-13 17:37:08.576956,1,,inanimate,1,0,1,0,1,18,1,0
208,247,606f51ece670ab12afc71ce7,9zc6f2el0jadttb,241655.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[26],[0],[50],"[100, 77, 39]",[28368.80000001192],[38100.19999998808],[48860],"[53234.30000001192, 57013.19999998808, 58269.5]",1,1,0,how fast the balls were moving,n/a,238,2021-12-13 17:34:37.622286,1,,inanimate,1,26,1,0,1,50,3,39
209,248,5e95e13353784a035e2f643e,2bvkru2qmpluouj,67267.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[20],[0],[19],[88],[26573.899999976158],[30667.899999976158],[35729.89999997616],[47664.09999996424],1,1,0,direction and transfer of force,,243,2021-12-13 17:37:18.378804,1,,inanimate,1,20,1,0,1,19,1,88
210,250,60ead674176a85a9781860eb,jdm92gv8snma222,35364.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[12],[0],[12],[11],[12676.59999999404],[16404.19999998808],[18843],[22910.79999999702],1,1,0,"The speed of the balls were taken into consideration for this task, both balls would have knocked over the tower. ","nothing, ran smoothly.",245,2021-12-13 17:38:42.133931,1,,inanimate,1,12,1,0,1,12,1,11
211,251,5c56525a53fba80001bd0512,c4l5xo421uegzgp,56277.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[16],[22],[22],[22],[16487.80000001192],[20303.5],[23303.60000000894],[25839.70000000298],1,1,0,Physics; assumptions about the material of the tower,Nope.,249,2021-12-13 17:40:38.551477,1,,inanimate,1,16,1,22,1,22,1,22
212,253,5fef3d23f0b5edd6fabe8e64,wsqyvf80mk94gcu,124326.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[19, 0, 17]",[0],[36],[29],"[49899.90000003576, 59270.60000002384, 64688]",[66235.30000001192],[79995.60000002384],[84877],1,1,0,I just looked at the speed at which the balls were travelling,nothing,248,2021-12-13 17:39:56.791735,1,,inanimate,3,17,1,0,1,36,1,29
213,254,6090bfcf16b36cd584871bef,mku449fwa78xh4w,81470.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[0],[0],[83],[0],[19272.19999999972],[27477.899999999907],[48911.799999999814],[58472.60000000009],1,1,0,"When thinking about whether the tower would have still fallen depending on either ball being there or not, I considered the path each ball had taken and figured that even if one ball had disappeared the other was still on a collision course with the tower.","No technical difficulties, the task was easy to follow along",251,2021-12-13 17:41:12.191492,1,,inanimate,1,0,1,0,1,83,1,0
214,255,6091d120ae5a1f97a574bc7f,x895ewfvuw6sn9h,35012.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[73, 21]",[9],[62],[77],"[14200, 16381.400000095367]",[18292.900000095367],[20744.400000095367],[22993],1,1,0,"Speed, direction and positioning",,244,2021-12-13 17:37:42.832591,1,,inanimate,2,21,1,9,1,62,1,77
215,257,61399c8c5324bd8faa74804b,7usy8wzmz6g48nz,85559.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[6],[75],[23],[24],[29746.699999928474],[34393.39999997616],[38027.09999990463],[43444.09999990463],1,1,0,how the pink ball hit the tower first,no,253,2021-12-13 17:42:26.848208,1,,inanimate,1,6,1,75,1,23,1,24
216,258,6169fde51cf7965b44565953,uznh63kha43p37s,79975.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[91],[8],[86],"[83, 94]",[27515.40000000596],[38081.5],[45175.5],"[48083.40000000596, 50465.30000001192]",1,1,0,The colour and directions the balls were going as well as the structures they were near,I didn't find anything about this task difficult or confusing. There were no techincal difficulties.,254,2021-12-13 17:42:44.058455,1,,inanimate,1,91,1,8,1,86,2,94
217,259,546f8a9cfdf99b4a593414ea,mssrsjfrda4kma3,91476.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[8],[8],[33],[8],[24741.80000001192],[29782],[38325.5],[51821.60000002384],1,1,0,The path of the ball and the speed.,"No additional feedback, thanks",256,2021-12-13 17:43:25.545769,1,,inanimate,1,8,1,8,1,33,1,8
218,260,5e1f0f5628b7b62348f7ba3e,b0k2naj0dv3xdw7,152541.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[24],[13],[54],[5],[33887.90000009537],[53552.60000014305],[59441.5],[79684.70000004768],1,1,0,i was judging the speed and power of both balls and the direction they were going in,no,252,2021-12-13 17:42:17.062176,1,,inanimate,1,24,1,13,1,54,1,5
219,261,5ebca8441a2b811012a6d659,xul218f06v903gh,48760.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[0],[0],[76],[0],[15701.199999999953],[21150.90000000014],[28208.800000000047],[30364.300000000047],1,1,0,I payed attention to the video to make judgement on it,No,259,2021-12-13 17:45:15.739600,1,,inanimate,1,0,1,0,1,76,1,0
220,262,5e71ab071b6e9c0d4c356574,1qk8o80wy16wrvo,109615.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[52, 47, 52]",[45],[15],[57],"[31901.199999999953, 40892.59999999998, 49590.59999999998]",[46774.29999999993],[63956.09999999986],[70150],1,1,0,direction and speed of the balls,no,257,2021-12-13 17:43:59.163071,1,,inanimate,3,52,1,45,1,15,1,57
221,263,5bfc4058bab673000163c8af,9a1ws1ft1bqh40b,103598.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[100],[0],[0],[61],[28489.899999976158],[37129.799999952316],[43553.799999952316],[51353.799999952316],1,1,0,How fast the green ball and pink ball was going,No to both.,258,2021-12-13 17:44:32.838251,1,,inanimate,1,100,1,0,1,0,1,61
222,264,5e56bea5817a2406b438e438,bklo49vvun3xuux,150788.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[36],[36],[50],[47],[61460.90000152588],[75059.5],[80652.70000076294],[86415.5],1,1,0,speed and direction,no,260,2021-12-13 17:45:50.458547,1,,inanimate,1,36,1,36,1,50,1,47
223,265,6082a48e229f037b91a46980,fs9qpkjgypcal66,99878.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[17, 37, 41]",[30],[65],[63],"[30176, 42801.799999952316, 50044.09999990463]",[41430.299999952316],[51575.799999952316],[54658],1,1,0,I considered the velocity of green vs pink and I believe green was faster and transferred it to pink.,N/A,262,2021-12-13 17:47:37.679609,1,,inanimate,3,41,1,30,1,65,1,63
224,266,5f10da001b822c2988fbdb89,lk3snjqcz1l3cj9,64081.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[0],[0],[0],[0],[26967.304999998305],[38775.23999999539],[41984.11499999929],[45420.1499999981],1,1,0,"The absolute facts of collisions, the frailty of the block tower and how such little force could make it collapse, absolutism of statements presented",Questions about balls might be worded a bit better perhaps,265,2021-12-13 17:48:25.160233,1,,inanimate,1,0,1,0,1,0,1,0
225,267,5a232191cbf02200012a2283,txv7u98lxxkhqzq,91247.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[1],[1],[1],[1],[39979],[45456],[54425],[59173],1,1,0,speed of the ball,,263,2021-12-13 17:47:54.846527,1,,inanimate,1,1,1,1,1,1,1,1
226,268,5eefeb8dbfeeec0ff35fa069,p9u48tqhdm4f6ad,55582.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[4],[3],[79],[17],[25899.10000014305],[29224.900000095367],[33694.90000009537],[36921.10000014305],1,1,0,Speed of the travelling balls,Straightforward,266,2021-12-13 17:48:42.257843,1,,inanimate,1,4,1,3,1,79,1,17
227,269,608eca7ccddd6b465ae4805b,mh7f2p389rmaz5e,50222.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[0],[0],[100],[0],[19548],[23273],[28422],[31102],1,1,0,I paid attention to the balls and what they did. ,Nothing of note. ,270,2021-12-13 17:49:17.728835,1,,inanimate,1,0,1,0,1,100,1,0
228,272,617162c5ec8af8ce4171014e,bmhz2zf32ftxehw,200096.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[0, 27]",[0],[0],[0],"[76835.29999995232, 82786.79999995232]",[94220.39999997616],[99238.19999992847],[124087.60000002384],1,1,0,I made my judgement based on the speed the pink ball was slowing down at,"no technical difficulties. it was a strange test for sure, I'm not sure what the first video had to do with the second",261,2021-12-13 17:47:30.690935,1,,inanimate,2,27,1,0,1,0,1,0
229,273,6102ece37ca2ba866c2bacdb,ualq0yxz0fwkkr3,34685.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[8],[7],[22],[19],[13556.900000095367],[15268.800000071526],[19340.700000047684],[21501.5],1,1,0,I just answered the questions as I remembered the details from the video.  I considered whether the pink ball was going fast enough without the assistance of the green ball to knock over the tower.,No there was nothing confusing.,269,2021-12-13 17:49:16.533985,1,,inanimate,1,8,1,7,1,22,1,19
230,274,607c9413c9449d48ec100264,78hb8lhrkbwpntn,116646.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[4],[8],[16],[17],[39855.5],[48911.10000002384],[65741.5],[71193.19999998808],1,1,0,What each colour ball was doing,,268,2021-12-13 17:49:10.056811,1,,inanimate,1,4,1,8,1,16,1,17
231,275,600a068fd2d91d1165dfa63f,h69513zo4qfawhs,60867.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[22, 36]","[63, 40]",[26],[20],"[19297.200000047684, 30460.900000095367]","[32894.90000009537, 37693.800000190735]",[41271],[43482.90000009537],1,1,0,The velocity of each ball and the size of the base of the tower - how many cubes?,No,273,2021-12-13 17:50:38.654109,1,,inanimate,2,36,2,40,1,26,1,20
232,276,5d2ea01011969300154a9128,r3f7wub15z6pkt8,42559.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[0],[0],[65],[59],[16809.100000023842],[18473.600000023842],[22965.5],[26587.100000023842],1,1,0,Comparing the second video with the first one,,274,2021-12-13 17:51:10.533909,1,,inanimate,1,0,1,0,1,65,1,59
233,277,5c5a00f19dd64d00018adbbf,hdyrfru7qjk10q5,77179.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[0],[0],[0],[38],[35753.5],[38169.699999809265],[42008.59999990463],[50500.5],1,1,0,"Direction of the ball, and pace",,272,2021-12-13 17:50:36.270372,1,,inanimate,1,0,1,0,1,0,1,38
234,280,60cfd76e520be4dc4df2fe9c,su6pm6lxactrtuk,73219.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[100],[100],[99],[100],[34354.30000001192],[43557.80000001192],[47795.19999998808],[49574.80000001192],1,1,0,Weight of the green pushing due to speed,Weird but i get it,275,2021-12-13 17:51:44.259092,1,,inanimate,1,100,1,100,1,99,1,100
235,281,5aff2de2a415960001f26f36,qusr85jy1n1hja7,171987.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[26],[50],[65],[45],[85142.69999998808],[89372.5],[93086],[97440.29999999702],1,1,0,The speed of the balls and how flimsy the tower looked,None,271,2021-12-13 17:50:03.232448,1,,inanimate,1,26,1,50,1,65,1,45
236,282,611ec117c0e26bf092778d95,pv8oaqtkpe3bqf8,49749.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[41],[0],[45],[29],[19111.40000000014],[22305.199999999953],[28051.40000000014],[32654.600000000093],1,1,0,Physics,You failed to account for colourblind people. i.e. me,267,2021-12-13 17:48:59.254744,1,,inanimate,1,41,1,0,1,45,1,29
237,284,6152495859853a1fdf5344dd,yvxao01d2wmdveo,30208.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[0],[0],[0],[61],[12537.100000023842],[14334.5],[15917.800000071526],[17369.300000071526],1,1,0,By watching and rewatching,None,276,2021-12-13 17:51:49.353664,1,,inanimate,1,0,1,0,1,0,1,61
238,285,562bc30a733ea00011162c34,eggwx80tvwqhq9y,141462.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[0],"[0, 0]",[0],"[0, 0]",[31933],"[39714.800000071526, 41460.700000047684]",[46223.10000002384],"[51931.200000047684, 52757.5]",1,1,0,,,278,2021-12-13 17:52:01.795448,1,,inanimate,1,0,2,0,1,0,2,0
239,286,61037333eaacd23a3460ffc2,4k4svwgl3fe8y1h,135783.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[25, 15]",[0],"[70, 63]",[20],"[37827.799999952316, 57075.59999990463]",[43355.89999985695],"[73587.79999995232, 92155.59999990463]",[98803.59999990463],1,1,0,The speed of both balls. The fragility of the tower if only the pink ball under its own speed would have been enough to make it fall. How the green ball stopped due to the impact on the pink ball. The possible weight of each object etc.,,279,2021-12-13 17:52:54.125325,1,,inanimate,2,15,1,0,2,63,1,20
240,287,612ae81934e6721f65cff6bf,35tf04t02pjk0xs,41859.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[19],[71],[0],[80],[15667],[18419.299999952316],[22073.099999904633],[24761.599999904633],1,1,0,I took into account speed and estimated both balls were the same density. I tried to calculate the angles that would result from impact.,I found this task to be fairly straightforward but thought-provoking,280,2021-12-13 17:55:14.361796,1,,inanimate,1,19,1,71,1,0,1,80
241,288,5ca29ee193d3840001f6499a,2k8st4pe4ycmssd,115742.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[1],[1],[8],[9],[27413.90000000014],[43076.30000000005],[47495.59999999986],[53258.40000000014],1,1,0,i replayed the video in my head after i scrolled down to answer the questions,"there was no question set about the first video which I wasn't expecting, maybe I didn't read the instructions correctly",281,2021-12-13 17:57:19.817638,1,,inanimate,1,1,1,1,1,8,1,9
242,289,60fd4227a0da73a530f9c5a7,j6g1wmxuj3nxdun,80652.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[1, 0]",[0],[25],[1],"[36020, 37612]",[42934],[46697],[57632],1,1,0,"The directions the balls were travelling in, their individual speeds, their relationship to the tower.",No,282,2021-12-13 18:15:54.998765,1,,inanimate,2,0,1,0,1,25,1,1
243,290,6033f4900b194d182989affc,bh6ld49s3515xza,66658.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[26],[77],[21],[30],[27834.10000014305],[31827.60000014305],[37789.300000190735],[51014.60000014305],1,1,0,i saw the facts. ,no,283,2021-12-13 18:22:10.313955,1,,inanimate,1,26,1,77,1,21,1,30
244,291,60c576afaf4b447a213b4341,q6s73ku936fjvua,101500.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,[0],[0],[0],"[61, 74]",[41137],[45427],[62246],"[67124, 67906]",1,1,0,What hits the tower ,,284,2021-12-13 18:30:24.611277,1,,inanimate,1,0,1,0,1,0,2,74
245,292,612fcad522ed543102f8c131,uamnhhsnwa5morw,64048.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[0],[0],[19347.59999999404],[23234.30000001192],[40906.40000000596],[43308.20000001788],1,1,0,just considered what would happen if only one ball was there,worked fine,288,2021-12-13 19:35:20.963462,1,,inanimate,1,0,1,0,1,0,1,0
246,293,5bdc76705489a000010700a7,yjvpo13w0pzl6s9,78481.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,"[3, 3, 0]","[48, 0]","[0, 0]","[3, 0, 0]","[26683.30000000028, 26727.400000000373, 27518.200000000186]","[30133.5, 30730.30000000028]","[50046.40000000037, 50090.30000000028]","[53301.80000000028, 53795.5, 53839.40000000037]",1,1,0,balls were already in motion ,,287,2021-12-13 19:35:09.404459,1,,inanimate,3,0,2,0,2,0,3,0
247,294,60ff03f68ae5332168bc44fc,vorwpq996zuug28,60470.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[13],[0],[19422.199999928474],[26634.899999976158],[35581.59999990463],[39946.09999990463],1,1,0,The ball colours and speed ,no ,290,2021-12-13 19:36:07.106539,1,,inanimate,1,0,1,0,1,13,1,0
248,295,61138381773b58d0a5cf3b63,xbbdnf5bxt0ztgs,61368.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[72],[0],[17760.70000000298],[27818.79999999702],[38527],[42229.79999999702],1,1,0,"Only a (very) basic, intuitive understanding of physics and acceleration. The only assumption I made was the imagined weight of the balls.","The experiment worked fine, and was clearly directed.",286,2021-12-13 19:34:47.056166,1,,inanimate,1,0,1,0,1,72,1,0
249,296,5f053ca10207bf83952e9acd,97322uk1f1p9ntw,124837.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[0],[0],[29873.89999985695],[34110.59999990463],[39170.5],[42888.09999990463],1,1,0,it was based on what the balls did,,289,2021-12-13 19:35:37.610382,1,,inanimate,1,0,1,0,1,0,1,0
250,297,5a16eb755d06850001b00bea,2379qyk9j3wjoy7,53470.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[0],[0],[16800.299999952316],[21153],[24198.100000023842],[27936.899999976158],1,1,0,"I considered the speed and direction of the balls, and the weight of the balls vs the tower.",n/a,292,2021-12-13 19:37:42.262772,1,,inanimate,1,0,1,0,1,0,1,0
251,298,573a55c612d1d800103630de,byecrvrjf2nhwm3,226478.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,"[2, 0]",[1],[5],[40],"[29228.5, 31404.19999998808]",[39164.89999997616],[59828],[72108.89999997616],1,1,0,just went by what i saw. Both balls were heading towards the tower so would have hit it,no problems,291,2021-12-13 19:37:36.900733,1,,inanimate,2,0,1,1,1,5,1,40
252,299,610b9cb8a9807a6d2ecb8014,96wulxehfd2pxx3,173962.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[12],[0],[0],[29],[51975.799999952316],[83982.29999995232],[87929.79999995232],[102532.5],1,1,0,I watched the relative speeds of the balls. A bit like snooker trick shots.,No comments,295,2021-12-13 19:39:56.028610,1,,inanimate,1,12,1,0,1,0,1,29
253,300,60d3d69a45d9888cf9d8aed8,636nkvofc29rke6,143525.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[0],"[50, 0]",[36610.10000002384],[40960.10000002384],[48631.60000002384],"[52511.60000002384, 55706.89999997616]",1,1,0,"The direction and speed of the green ball and how easily the tower collapsed. Although the pink ball moving in a different direction could have knocked the green off its course, the speed likely would have meant they'd hit the tower anyway and the probability of green being knocked off course is unlikely.","Good tast, clear instructions and good animations in the task. No technical difficulties or problems.",297,2021-12-13 19:41:34.238510,1,,inanimate,1,0,1,0,1,0,2,0
254,301,5e438f71fb96eb21ca42b7c3,ms1vrdm46dq248m,217079.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[87],[13],[0],[50],[33031.59999999998],[41857.29999999993],[49566.5],[55070.40000000002],1,1,0,The speed of the balls were factored in my decision ,Nothing confusing,296,2021-12-13 19:41:07.113809,1,,inanimate,1,87,1,13,1,0,1,50
255,302,6171fc01ea5e812189f43c96,mly0shdku3tzvl2,132893.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,"[3, 14]",[2],[32],[15],"[50337.89999997616, 73148.09999996424]",[60893.39999997616],[75851],[81544],1,1,0,Based on watching them and imagining the ball disappearing,It seemed straight-forward but not entirely sure if I understood it correctly ,299,2021-12-13 19:43:27.204063,1,,inanimate,2,14,1,2,1,32,1,15
256,303,59be90270ac77f0001f059e6,m9xs3fmecqtowvq,171731.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,"[87, 95, 95]","[0, 0]",[50],[90],"[54685.70000000298, 57900.40000000596, 58351.70000000298]","[92399.30000000447, 93952.90000000596]",[100862.10000000149],[107537.40000000596],1,1,0,the speed of the balls and how the pink one sped up the green ine.,no.,293,2021-12-13 19:38:40.768259,1,,inanimate,3,95,2,0,1,50,1,90
257,304,6108d6648dca54b93315a79a,wshrxfuvym2bnse,71123.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[0],[71],[28011.600000000093],[33218.19999999995],[38969.39999999991],[44961.5],1,1,0,The speed and interactions between the balls.,No difficulties,301,2021-12-13 19:44:57.531022,1,,inanimate,1,0,1,0,1,0,1,71
258,305,60ff465b8c7bd7f02b17e6ef,o1gwuu3qh2vvw8u,143693.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[82],[24],[14],[53],[27697.800000190735],[31894.300000190735],[34402.300000190735],[39261.300000190735],1,1,0,"How fast green and pink balls were travelling, how easily the tower appeared to crumble when hit by the green ball ",N/A,300,2021-12-13 19:44:02.295135,1,,inanimate,1,82,1,24,1,14,1,53
259,306,5f88e12c764cc40463b32be9,l3bu8x8yyqto8h1,113719.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[18],[0],[19],"[50, 50]",[42042.90000009537],[56822.59999990463],[67142.70000004768],"[83421, 84044.59999990463]",1,1,0,I watched the movement of the pink and green balls.,n/a,302,2021-12-13 19:45:27.350901,1,,inanimate,1,18,1,0,1,19,2,50
260,307,5f20a850b6d5ed3d186bc3c3,sgr5k33tuoch1g8,78774.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[6],[7],[0],[0],[28827.599999999977],[35147.40000000002],[43743.40000000002],[49159.19999999995],1,1,0,My sense of intuition,"No, everything was all good",303,2021-12-13 19:46:25.508500,1,,inanimate,1,6,1,7,1,0,1,0
261,308,60feccd7d60422ba8f1aad8e,wbhxv34c3cj5v6v,80691.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],"[13, 22, 0]",[0],"[95, 100]",[19602.900000095367],"[38386.40000009537, 40938.60000002384, 46185.90000009537]",[44741],"[55557.800000071526, 56570.800000071526]",1,1,0,I watched the video multiple times,Everything went smoothly,304,2021-12-13 19:46:58.327911,1,,inanimate,1,0,3,0,1,0,2,100
262,309,5ed0823f15939815fdb1d2bb,aorlslxnu3k5mox,84381.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[16],[0],[0],[8],[27477.599999904633],[36852.40000009537],[42682.2999997139],[52367.199999809265],1,1,0,"The green ball was on its way to hit the tower; it may not have done as much damage as if the pink one had not hit it, but it would still have knocked down at least bits of the tower.",It was pretty straightforward and I had no technical difficulties.,307,2021-12-13 19:47:30.207425,1,,inanimate,1,16,1,0,1,0,1,8
263,310,5cfaf97eadb3da00013c1eaa,ssvt7efhab13fop,134670.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,"[93, 12]",[19],[25],[91],"[30342.299999999814, 59497.200000000186]",[36184],[46691.799999999814],[52921.09999999963],1,1,0,"The angle the two balls came from, the speed of the balls and the collision of the balls",no difficulties,305,2021-12-13 19:47:07.224268,1,,inanimate,2,12,1,19,1,25,1,91
